Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
XKR7,20,31965502,31970502,+,-0.58788216,5000,31968002,20031968002
RP1-310O13.13,20,31967681,31972681,+,-0.70918846,5000,31970181,20031970181
CCM2L,20,32007950,32012950,+,-2.2201502,5000,32010450,20032010450
RP1-310O13.7,20,32029075,32034075,-,-1.7871909,5000,32031575,20032031575
HCK,20,32049761,32054761,+,-0.41279545,5000,32052261,20032052261
TM9SF4,20,32107236,32112236,+,-1.3326252,5000,32109736,20032109736
RP5-836N17.4,20,32113671,32118671,+,-1.4976845,5000,32116171,20032116171
PLAGL2,20,32205291,32210291,-,-1.0185165,5000,32207791,20032207791
POFUT,20,32205435,32210435,+,-1.0185165,5000,32207935,20032207935
KIF3B,20,32275164,32280164,+,-1.3326252,5000,32277664,20032277664
RP11-358N2.2,20,32352553,32357553,+,-2.5420785,5000,32355053,20032355053
ASXL,20,32355852,32360852,+,-0.65943545,5000,32358352,20032358352
RP5-1184F4.5,20,32447255,32452255,+,-3.9571161,5000,32449755,20032449755
NOL4L,20,32480971,32485971,-,-0.20222849,5000,32483471,20032483471
RP5-1184F4.7,20,32507459,32512459,+,-3.5420787,5000,32509959,20032509959
RP11-410N8.3,20,32558593,32563593,+,-2.3721535,5000,32561093,20032561093
RP11-410N8.,20,32579463,32584463,+,0.13034685,5000,32581963,20032581963
RP11-410N8.4,20,32584979,32589979,+,-0.51971066,5000,32587479,20032587479
C20orf203,20,32671441,32676441,-,-1.1497611,5000,32673941,20032673941
COMMD7,20,32741497,32746497,-,-0.95711595,5000,32743997,20032743997
DNMT3B,20,32759885,32764885,+,-0.3923314,5000,32762385,20032762385
MAPRE,20,32817393,32822393,+,-1.0826468,5000,32819893,20032819893
RP5-1085F17.4,20,32851757,32856757,-,-4.957116,5000,32854257,20032854257
RP5-1085F17.3,20,32854121,32859121,+,-3.9571161,5000,32856621,20032856621
EFCAB8,20,32856423,32861423,+,-3.2201505,5000,32858923,20032858923
SUN5,20,33001933,33006933,-,-2.7347236,5000,33004433,20033004433
BPIFB2,20,33005100,33010100,+,-3.3721535,5000,33007600,20033007600
BPIFB3,20,33052924,33057924,+,-2.8416388,5000,33055424,20033055424
BPIFB4,20,33079027,33084027,+,-1.7347237,5000,33081527,20033081527
BPIFA2,20,33165654,33170654,+,-2.6351879,5000,33168154,20033168154
RP11-49G10.3,20,33214567,33219567,-,-2.5420785,5000,33217067,20033217067
BPIFA3,20,33214827,33219827,+,-2.8416388,5000,33217327,20033217327
BPIFA,20,33233495,33238495,+,-4.957116,5000,33235995,20033235995
CDK5RAP,20,33398979,33403979,-,-1.957116,5000,33401479,20033401479
SNTA,20,33441392,33446392,-,-0.37215346,5000,33443892,20033443892
RP1-63M2.7,20,33653923,33658923,-,-2.8416388,5000,33656423,20033656423
C20orf144,20,33659784,33664784,+,-1.294151,5000,33662284,20033662284
ACTL,20,33663998,33668998,+,-0.787191,5000,33666498,20033666498
NECAB3,20,33666928,33671928,-,-1.4546157,5000,33669428,20033669428
RP1-63M2.5,20,33672017,33677017,+,-1.2566763,5000,33674517,20033674517
E2F,20,33683904,33688904,-,-1.0826468,5000,33686404,20033686404
PXMP4,20,33717800,33722800,-,-3.0826468,5000,33720300,20033720300
ZNF34,20,33729157,33734157,+,-1.4127955,5000,33731657,20033731657
RP4-553F4.2,20,33729328,33734328,-,-1.4546157,5000,33731828,20033731828
CHMP4B,20,33808804,33813804,+,-1.294151,5000,33811304,20033811304
RP5-1125A11.7,20,33986489,33991489,-,-3.2201505,5000,33988989,20033988989
RP5-1125A11.6,20,33989318,33994318,-,-1.0502254,5000,33991818,20033991818
RALY,20,33991146,33996146,+,-0.6351879,5000,33993646,20033993646
RP5-1125A11.4,20,34015249,34020249,-,-1.8416387,5000,34017749,20034017749
EIF2S2,20,34109832,34114832,-,-0.45461562,5000,34112332,20034112332
ASIP,20,34257865,34262865,+,-2.7347236,5000,34260365,20034260365
RP4-785G19.5,20,34278673,34283673,-,-2.2201502,5000,34281173,20034281173
CTD-3216D2.5,20,34283966,34288966,-,-2.1497612,5000,34286466,20034286466
AHCY,20,34300817,34305817,-,-1.1158137,5000,34303317,20034303317
ITCH,20,34360735,34365735,+,-3.0826468,5000,34363235,20034363235
ITCH-IT,20,34448430,34453430,+,-2.6351879,5000,34450930,20034450930
RP3-468O1.6,20,34473705,34478705,+,-2.0185165,5000,34476205,20034476205
DYNLRB,20,34513914,34518914,+,-0.86965317,5000,34516414,20034516414
MAP1LC3A,20,34544354,34549354,+,-1.7347237,5000,34546854,20034546854
TP53INP2,20,34701790,34706790,+,-1.5420785,5000,34704290,20034704290
NCOA6,20,34819139,34824139,-,-1.8982222,5000,34821639,20034821639
GGT7,20,34870360,34875360,-,-1.2566763,5000,34872860,20034872860
ACSS2,20,34873935,34878935,+,-0.29415098,5000,34876435,20034876435
GSS,20,34953317,34958317,-,-1.7871909,5000,34955817,20034955817
MYH7B,20,34972903,34977903,+,-2.0826468,5000,34975403,20034975403
TRPC4AP,20,35090371,35095371,-,-1.2566763,5000,35092871,20035092871
EDEM2,20,35144864,35149864,-,-1.0502254,5000,35147364,20035147364
PROCR,20,35169573,35174573,+,-1.7871909,5000,35172073,20035172073
RP11-42O4.2,20,35172419,35177419,-,-2.0185165,5000,35174919,20035174919
RP4-614O4.12,20,35200788,35205788,-,-2.6351879,5000,35203288,20035203288
MMP24,20,35224154,35229154,+,-0.13268755,5000,35226654,20035226654
RP4-614O4.13,20,35261687,35266687,-,-0.86965317,5000,35264187,20035264187
RP4-614O4.,20,35277543,35282543,-,-2.4546156,5000,35280043,20035280043
EIF6,20,35282485,35287485,-,-0.92736864,5000,35284985,20035284985
FAM83C,20,35289901,35294901,-,-4.2201505,5000,35292401,20035292401
UQCC,20,35409476,35414476,-,-2.0185165,5000,35411976,20035411976
GDF5OS,20,35430529,35435529,+,-3.0826468,5000,35433029,20035433029
GDF5,20,35452246,35457246,-,-0.95711595,5000,35454746,20035454746
CEP25,20,35452829,35457829,+,-1.1158137,5000,35455329,20035455329
RP3-477O4.14,20,35488419,35493419,-,-4.5420785,5000,35490919,20035490919
C20orf173,20,35527119,35532119,-,-3.3721535,5000,35529619,20035529619
ERGIC3,20,35539521,35544521,+,-1.4127955,5000,35542021,20035542021
SPAG4,20,35613392,35618392,+,-0.20222849,5000,35615892,20035615892
CPNE,20,35630054,35635054,-,-2.9571161,5000,35632554,20035632554
RBM12,20,35662416,35667416,-,-0.95711595,5000,35664916,20035664916
RP1-309K20.6,20,35672044,35677044,-,-2.2201502,5000,35674544,20035674544
ROMO,20,35696853,35701853,+,-1.294151,5000,35699353,20035699353
NFS,20,35696859,35701859,-,-1.294151,5000,35699359,20035699359
RBM39,20,35739812,35744812,-,0.14442204,5000,35742312,20035742312
PHF2,20,35769526,35774526,+,-0.6113411,5000,35772026,20035772026
SCAND,20,35956972,35961972,-,-2.6351879,5000,35959472,20035959472
CNBD2,20,35966090,35971090,+,-2.2201502,5000,35968590,20035968590
LINC00657,20,36048460,36053460,-,-0.8982223,5000,36050960,20036050960
RP4-550H1.7,20,36062063,36067063,-,-1.1158137,5000,36064563,20036064563
RP4-550H1.4,20,36070178,36075178,+,-1.3721535,5000,36072678,20036072678
RP4-550H1.5,20,36085692,36090692,-,-1.957116,5000,36088192,20036088192
EPB41L,20,36090198,36095198,+,0.45792153,5000,36092698,20036092698
RP11-234K24.3,20,36153233,36158233,-,-1.5878822,5000,36155733,20036155733
RP11-234K24.6,20,36231351,36236351,+,-1.7871909,5000,36233851,20036233851
AAR2,20,36233985,36238985,+,-1.7871909,5000,36236485,20036236485
DLGAP4,20,36458978,36463978,+,-0.27529195,5000,36461478,20036461478
MYL9,20,36538984,36543984,+,-0.8982223,5000,36541484,20036541484
TGIF2,20,36571107,36576107,+,-0.6351879,5000,36573607,20036573607
TGIF2-C20orf24,20,36572053,36577053,+,-0.86965317,5000,36574553,20036574553
C20orf24,20,36603317,36608317,+,-1.294151,5000,36605817,20036605817
SLA2,20,36643716,36648716,-,-2.5420785,5000,36646216,20036646216
NDRG3,20,36743578,36748578,-,-1.0185165,5000,36746078,20036746078
DSN,20,36771315,36776315,-,-1.0185165,5000,36773815,20036773815
SOGA,20,36813781,36818781,-,-3.3721535,5000,36816281,20036816281
TLDC2,20,36884955,36889955,+,-2.0185165,5000,36887455,20036887455
SAMHD,20,36949343,36954343,-,-1.3326252,5000,36951843,20036951843
RP4-621N11.2,20,37093285,37098285,+,-2.1497612,5000,37095785,20037095785
RPN2,20,37176546,37181546,+,-1.1497611,5000,37179046,20037179046
MROH8,20,37177088,37182088,-,-1.0502254,5000,37179588,20037179588
GHRH,20,37259335,37264335,-,-1.7871909,5000,37261835,20037261835
MANBAL,20,37294396,37299396,+,-2.5420785,5000,37296896,20037296896
SRC,20,37343654,37348654,+,-1.4976845,5000,37346154,20037346154
NNAT,20,37518715,37523715,+,-2.6351879,5000,37521215,20037521215
RP11-425M5.7,20,37524560,37529560,-,-0.41279545,5000,37527060,20037527060
RP11-425M5.8,20,37568603,37573603,+,-2.4546156,5000,37571103,20037571103
LINC00489,20,37620619,37625619,-,-2.1497612,5000,37623119,20037623119
RP4-640H8.2,20,37674410,37679410,+,-2.8416388,5000,37676910,20037676910
CTNNBL,20,37691506,37696506,+,-2.1497612,5000,37694006,20037694006
VSTM2L,20,37900604,37905604,+,-0.2201504,5000,37903104,20037903104
TTI,20,38030961,38035961,-,-1.3326252,5000,38033461,20038033461
RPRD1B,20,38031046,38036046,+,-1.3326252,5000,38033546,20038033546
RP5-1057B20.3,20,38102461,38107461,-,-1.4127955,5000,38104961,20038104961
TGM2,20,38162759,38167759,-,-3.2201505,5000,38165259,20038165259
RP5-1054A22.4,20,38231299,38236299,-,-2.6351879,5000,38233799,20038233799
BPI,20,38315149,38320149,+,-3.0826468,5000,38317649,20038317649
CTD-2308N23.2,20,38324036,38329036,-,-2.9571161,5000,38326536,20038326536
LBP,20,38343856,38348856,+,-2.5420785,5000,38346356,20038346356
RP4-564F22.6,20,38376325,38381325,+,-2.3721535,5000,38378825,20038378825
RP4-564F22.5,20,38414297,38419297,-,-1.4976845,5000,38416797,20038416797
RP4-564F22.7,20,38416702,38421702,-,-1.4976845,5000,38419202,20038419202
SNORA71B,20,38422830,38427830,-,-2.294151,5000,38425330,20038425330
SNHG17,20,38432833,38437833,-,-1.3326252,5000,38435333,20038435333
SNHG,20,38444387,38449387,+,-1.1845264,5000,38446887,20038446887
ADIG,20,38578806,38583806,+,-2.9571161,5000,38581306,20038581306
ARHGAP4,20,38624496,38629496,+,-2.2201502,5000,38626996,20038626996
SLC32A,20,38721962,38726962,+,2.4494433,5000,38724462,20038724462
ACTR5,20,38745942,38750942,+,-1.2201505,5000,38748442,20038748442
PPP1R16B,20,38803205,38808205,+,-0.56479853,5000,38805705,20038805705
FAM83D,20,38923812,38928812,+,-0.73472357,5000,38926312,20038926312
RP4-616B8.5,20,38953410,38958410,+,-1.7871909,5000,38955910,20038955910
RP4-616B8.4,20,38959611,38964611,-,-1.6351879,5000,38962111,20038962111
DHX35,20,38959835,38964835,+,-1.6351879,5000,38962335,20038962335
RP4-616B8.6,20,38959972,38964972,+,-1.6351879,5000,38962472,20038962472
RP4-705O1.,20,39222248,39227248,-,-3.3721535,5000,39224748,20039224748
RP5-1031J8.,20,39783221,39788221,+,-4.957116,5000,39785721,20039785721
LINC0137,20,40001977,40006977,+,-2.8416388,5000,40004477,20040004477
RP11-101E14.3,20,40029085,40034085,+,-3.0826468,5000,40031585,20040031585
RP1-191L6.2,20,40118541,40123541,+,-2.9571161,5000,40121041,20040121041
MAFB,20,40686740,40691740,-,2.3797624,5000,40689240,20040689240
RP4-644L1.2,20,40696116,40701116,-,-2.4546156,5000,40698616,20040698616
TOP,20,41026318,41031318,+,-0.98748964,5000,41028818,20041028818
PLCG,20,41160462,41165462,+,-5.5420785,5000,41162962,20041162962
ZHX3,20,41297594,41302594,-,-2.7347236,5000,41300094,20041300094
LPIN3,20,41338420,41343420,+,-1.7347237,5000,41340920,20041340920
EMILIN3,20,41364327,41369327,-,0.3648121,5000,41366827,20041366827
RP4-620E11.8,20,41483725,41488725,-,-1.8982222,5000,41486225,20041486225
CHD6,20,41615994,41620994,-,-1.2201505,5000,41618494,20041618494
RP5-1121H13.4,20,41988640,41993640,+,-3.7347236,5000,41991140,20041991140
RP5-1121H13.3,20,42012978,42017978,-,-3.9571161,5000,42015478,20042015478
RP1-232N11.2,20,42682983,42687983,+,-3.7347236,5000,42685483,20042685483
RP4-753D4.2,20,42966243,42971243,+,-3.0826468,5000,42968743,20042968743
PTPRT,20,43187342,43192342,-,0.8066496,5000,43189842,20043189842
RP1-269M15.3,20,43187722,43192722,+,0.8066496,5000,43190222,20043190222
RP1-138B7.6,20,43537671,43542671,+,-3.9571161,5000,43540171,20043540171
RP1-138B7.5,20,43548449,43553449,-,-3.2201505,5000,43550949,20043550949
SGK2,20,43556542,43561542,+,-3.9571161,5000,43559042,20043559042
IFT52,20,43588431,43593431,+,-2.0826468,5000,43590931,20043590931
MYBL2,20,43664657,43669657,+,-1.3326252,5000,43667157,20043667157
GTSF1L,20,43724498,43729498,-,-6.5420785,5000,43726998,20043726998
RP5-1030M6.3,20,43892220,43897220,+,-2.5420785,5000,43894720,20043894720
TOX2,20,43943205,43948205,+,-2.9571161,5000,43945705,20043945705
JPH2,20,44185078,44190078,-,-2.2201502,5000,44187578,20044187578
OSER,20,44208291,44213291,-,-0.27529195,5000,44210791,20044210791
GDAP1L,20,44244747,44249747,+,-1.2566763,5000,44247247,20044247247
FITM2,20,44308669,44313669,-,-2.1497612,5000,44311169,20044311169
R3HDML,20,44334486,44339486,+,-2.5420785,5000,44336986,20044336986
RP5-881L22.5,20,44352685,44357685,-,-2.8416388,5000,44355185,20044355185
HNF4A,20,44353200,44358200,+,-2.3721535,5000,44355700,20044355700
RP5-881L22.6,20,44389037,44394037,-,-2.1497612,5000,44391537,20044391537
RP5-1013A22.5,20,44431697,44436697,+,-1.7347237,5000,44434197,20044434197
LINC0143,20,44447592,44452592,-,-3.3721535,5000,44450092,20044450092
C20orf62,20,44462828,44467828,-,-3.5420787,5000,44465328,20044465328
TTPAL,20,44473388,44478388,+,-2.3721535,5000,44475888,20044475888
SERINC3,20,44519609,44524609,-,-2.2201502,5000,44522109,20044522109
ADA,20,44649242,44654242,-,-0.6351879,5000,44651742,20044651742
LINC0126,20,44660998,44665998,-,-2.0826468,5000,44663498,20044663498
WISP2,20,44712745,44717745,+,-2.9571161,5000,44715245,20044715245
KCNK15,20,44743280,44748280,+,-0.20222849,5000,44745780,20044745780
RP4-781B1.5,20,44744142,44749142,+,-0.29415098,5000,44746642,20044746642
YWHAB,20,44883211,44888211,+,-0.95711595,5000,44885711,20044885711
PABPC1L,20,44907644,44912644,+,-1.294151,5000,44910144,20044910144
TOMM34,20,44957986,44962986,-,-1.3721535,5000,44960486,20044960486
STK4,20,44964039,44969039,+,-1.4546157,5000,44966539,20044966539
KCNS,20,45098612,45103612,-,-1.3326252,5000,45101112,20045101112
WFDC5,20,45112672,45117672,-,-3.5420787,5000,45115172,20045115172
WFDC12,20,45121965,45126965,-,-2.9571161,5000,45124465,20045124465
PI3,20,45172376,45177376,+,-2.8416388,5000,45174876,20045174876
SEMG,20,45204497,45209497,+,-4.2201505,5000,45206997,20045206997
SEMG2,20,45218800,45223800,+,-2.6351879,5000,45221300,20045221300
SLPI,20,45252064,45257064,-,-2.8416388,5000,45254564,20045254564
RBPJL,20,45304351,45309351,+,-2.4546156,5000,45306851,20045306851
RP3-453C12.14,20,45343323,45348323,-,-2.8416388,5000,45345823,20045345823
SDC4,20,45345924,45350924,-,-1.957116,5000,45348424,20045348424
SYS,20,45360528,45365528,+,-1.0826468,5000,45363028,20045363028
SYS1-DBNDD2,20,45360700,45365700,+,-1.1158137,5000,45363200,20045363200
TP53TG5,20,45375893,45380893,-,-2.5420785,5000,45378393,20045378393
DBNDD2,20,45403721,45408721,+,-0.35225394,5000,45406221,20045406221
PIGT,20,45413577,45418577,+,-1.2201505,5000,45416077,20045416077
RP3-461P17.,20,45444902,45449902,+,-3.2201505,5000,45447402,20045447402
RP3-453C12.15,20,45445825,45450825,-,-2.6351879,5000,45448325,20045448325
WFDC2,20,45468773,45473773,+,-0.8416388,5000,45471273,20045471273
RP3-461P17.9,20,45485113,45490113,+,-2.0185165,5000,45487613,20045487613
SPINT3,20,45513124,45518124,-,-3.3721535,5000,45515624,20045515624
WFDC6,20,45536995,45541995,-,-2.5420785,5000,45539495,20045539495
EPPIN,20,45544924,45549924,-,-3.5420787,5000,45547424,20045547424
EPPIN-WFDC6,20,45544926,45549926,-,-3.5420787,5000,45547426,20045547426
WFDC8,20,45576826,45581826,-,-1.957116,5000,45579326,20045579326
WFDC10A,20,45627026,45632026,+,-2.294151,5000,45629526,20045629526
WFDC9,20,45628768,45633768,-,-2.3721535,5000,45631268,20045631268
WFDC,20,45667739,45672739,-,-4.5420785,5000,45670239,20045670239
WFDC13,20,45699516,45704516,+,-2.8416388,5000,45702016,20045702016
WFDC10B,20,45702519,45707519,-,-2.6351879,5000,45705019,20045705019
SPINT4,20,45719851,45724851,+,-3.3721535,5000,45722351,20045722351
WFDC3,20,45788440,45793440,-,-1.2201505,5000,45790940,20045790940
DNTTIP,20,45800497,45805497,+,-4.957116,5000,45802997,20045802997
TNNC2,20,45831245,45836245,-,-1.5420785,5000,45833745,20045833745
SNX2,20,45832077,45837077,+,-1.5420785,5000,45834577,20045834577
ACOT8,20,45854906,45859906,-,-1.3721535,5000,45857406,20045857406
ZSWIM3,20,45855117,45860117,+,-1.4546157,5000,45857617,20045857617
SPATA25,20,45885135,45890135,-,-2.1497612,5000,45887635,20045887635
CTSA,20,45888544,45893544,+,-0.68409747,5000,45891044,20045891044
NEURL2,20,45888787,45893787,-,-0.65943545,5000,45891287,20045891287
RP3-337O18.9,20,45890919,45895919,-,-0.86965317,5000,45893419,20045893419
PLTP,20,45909647,45914647,-,-0.65943545,5000,45912147,20045912147
PCIF,20,45932128,45937128,+,-0.70918846,5000,45934628,20045934628
ZNF335,20,45969672,45974672,-,-0.68409747,5000,45972172,20045972172
MMP9,20,46006408,46011408,+,-2.0185165,5000,46008908,20046008908
RP11-465L10.,20,46019227,46024227,-,-0.86965317,5000,46021727,20046021727
SLC12A5,20,46026696,46031696,+,0.88418627,5000,46029196,20046029196
CD4,20,46115772,46120772,+,-2.0185165,5000,46118272,20046118272
RP5-998H6.2,20,46168737,46173737,-,-2.0185165,5000,46171237,20046171237
CDH22,20,46249195,46254195,-,-0.5420785,5000,46251695,20046251695
SLC35C2,20,46361904,46366904,-,-1.3721535,5000,46364404,20046364404
RP11-394O2.3,20,46362051,46367051,+,-1.3721535,5000,46364551,20046364551
ELMO2,20,46404117,46409117,-,-1.1497611,5000,46406617,20046406617
ZNF334,20,46511054,46516054,-,-1.3326252,5000,46513554,20046513554
OCSTAMP,20,46548074,46553074,-,-2.8416388,5000,46550574,20046550574
SLC13A3,20,46648940,46653940,-,-1.8416387,5000,46651440,20046651440
RP1-101A2.,20,46679875,46684875,-,-1.6840974,5000,46682375,20046682375
RP1-28H20.3,20,46687159,46692159,+,-1.3326252,5000,46689659,20046689659
TP53RK,20,46687279,46692279,-,-1.3326252,5000,46689779,20046689779
SLC2A,20,46706987,46711987,+,-2.6351879,5000,46709487,20046709487
RP11-323C15.2,20,46899226,46904226,-,-2.7347236,5000,46901726,20046901726
EYA2,20,46976983,46981983,+,-3.7347236,5000,46979483,20046979483
RP4-569M23.5,20,47316002,47321002,+,-0.73472357,5000,47318502,20047318502
RP4-569M23.4,20,47346642,47351642,-,-1.8416387,5000,47349142,20047349142
RP4-569M23.2,20,47350061,47355061,+,-1.1845264,5000,47352561,20047352561
ZMYND8,20,47354206,47359206,-,-0.6113411,5000,47356706,20047356706
RP1-148H17.,20,47409827,47414827,-,-3.2201505,5000,47412327,20047412327
NCOA3,20,47499402,47504402,+,-1.4127955,5000,47501902,20047501902
CTD-2653D5.,20,47675401,47680401,+,-2.294151,5000,47677901,20047677901
SULF2,20,47784086,47789086,-,-0.03428385,5000,47786586,20047786586
RP11-347D21.,20,47948299,47953299,+,-2.7347236,5000,47950799,20047950799
RP11-347D21.2,20,47955522,47960522,+,-1.957116,5000,47958022,20047958022
LINC01523,20,47980904,47985904,+,-2.294151,5000,47983404,20047983404
LINC01522,20,47986244,47991244,-,-2.8416388,5000,47988744,20047988744
RP11-321P16.,20,48071369,48076369,+,-4.5420785,5000,48073869,20048073869
LINC00494,20,48357512,48362512,+,-1.7871909,5000,48360012,20048360012
RP1-66N13.,20,48382395,48387395,-,-3.2201505,5000,48384895,20048384895
RP1-66N13.4,20,48404867,48409867,+,-1.6840974,5000,48407367,20048407367
PREX,20,48825383,48830383,-,-0.16703907,5000,48827883,20048827883
RP5-906C1.,20,48846958,48851958,-,-2.1497612,5000,48849458,20048849458
ARFGEF2,20,48919390,48924390,+,-0.5420785,5000,48921890,20048921890
CSE1L,20,49043812,49048812,+,-0.65943545,5000,49046312,20049046312
DDX27,20,49216847,49221847,+,-1.1497611,5000,49219347,20049219347
ZNFX,20,49275565,49280565,-,0.057834353,5000,49278065,20049278065
KCNB,20,49480147,49485147,-,0.057834353,5000,49482647,20049482647
PTGIS,20,49565646,49570646,-,-0.95711595,5000,49568146,20049568146
B4GALT5,20,49711378,49716378,-,-1.957116,5000,49713878,20049713878
SLC9A8,20,49810381,49815381,+,-1.8416387,5000,49812881,20049812881
SPATA2,20,49913008,49918008,-,-1.0185165,5000,49915508,20049915508
RNF114,20,49933848,49938848,+,-2.0826468,5000,49936348,20049936348
SNAI,20,49980499,49985499,+,-0.95711595,5000,49982999,20049982999
TRERNA,20,50039004,50044004,-,-1.8982222,5000,50041504,20050041504
UBE2V,20,50113454,50118454,-,-1.8982222,5000,50115954,20050115954
TMEM189-UBE2V,20,50151137,50156137,-,-0.95711595,5000,50153637,20050153637
TMEM189,20,50151234,50156234,-,-0.814158,5000,50153734,20050153734
RP11-112L6.3,20,50163602,50168602,-,-1.6840974,5000,50166102,20050166102
RP11-112L6.2,20,50163862,50168862,+,-1.6840974,5000,50166362,20050166362
LINC01273,20,50170090,50175090,+,-2.1497612,5000,50172590,20050172590
CEBPB,20,50188234,50193234,+,-0.37215346,5000,50190734,20050190734
